Layer,Name,GEOID,Population,Longitude,Latitude,MCD_2020-2024,MCD_2020-2024_se,EMP_2020-2024,EMP_2020-2024_se,EKW_2024,EKW_2024_se,RITB_2022,RITB_2022_se,EKR_2024,EKR_2024_se,ADI_2023,ADI_2023_se,HDX_2020-2024,HDX_2020-2024_se,INC_2020-2024,INC_2020-2024_se,PCI_2020-2024,PCI_2020-2024_se,POV_2020-2024,POV_2020-2024_se,SLA-S_2020-2024,SLA-S_2020-2024_se
Census tract,Tract 604,17031060400,3709,-87.66653640,41.95067310,2.2360600056609115,0.8388888082406699,87.71582224738182,2.5167689446138737,16.33,,47.0,,72.08,,13.0,,0.9690469470317056,,153625.0,3601.823708206687,97277.0,6824.924012158054,3.2833286159071613,1.3125224875115906,15.27777777777778,14.362557479694711
Census tract,Tract 605,17031060500,1374,-87.66050080,41.95272000,19.187358916478555,2.5666077294180694,64.33408577878103,5.868194018442063,16.5,,43.0,,72.08,,9.0,,27.17682754727632,,52143.0,24435.866261398176,93948.0,15802.431610942249,22.88519637462236,3.4590086158830036,84.22818791946308,13.08807895946587
Census tract,Tract 608,17031060800,5295,-87.64264890,41.95395900,5.006465915388879,1.3695445363053873,73.67448734527989,4.43324103244089,13.11,,61.0,,72.08,,54.0,,4.022015241320914,,90174.0,7502.127659574468,73466.0,5246.808510638298,8.886015148716055,2.2722146237387535,42.398022249690975,9.839167276095202
Census tract,Tract 609,17031060900,7104,-87.64177840,41.95151660,7.181106686804887,2.431295033469335,71.59137717973363,4.828093421727602,12.17,,69.0,,72.08,,55.8,,8.780223915702324,,79016.0,5174.468085106383,75172.0,5450.455927051672,9.913497185225868,2.780907684408371,65.55915721231767,15.754352816624476
Census tract,Tract 610,17031061000,2279,-87.65197030,41.94922060,6.17338003502627,1.9154514083045644,79.33450087565674,9.747771637652134,15.67,,42.0,,72.08,,18.0,,3.4798664032364286,,121332.0,9573.860182370821,79646.0,5910.030395136778,12.215411558669002,2.4766492946214598,50.0,22.58453462244046
Census tract,Tract 611,17031061100,1367,-87.65680350,41.94913980,3.289473684210526,2.82439377179359,82.67543859649122,11.250042092107744,15.5,,47.0,,72.08,,16.0,,0.7608900178756233,,117330.0,30865.65349544073,85993.0,7826.747720364741,5.701754385964912,2.237365732624843,0.0,27.940389530167533
Census tract,Tract 612,17031061200,1932,-87.66164270,41.94905990,1.5353121801432956,0.6431885299027207,80.85977482088025,5.336218823326895,15.83,,49.0,,72.08,,8.0,,0.9913914761501552,,122857.0,6468.693009118541,83484.0,8102.1276595744675,3.751284686536485,1.088853571640341,33.33333333333333,8.598752387745934
Census tract,Tract 615,17031061500,1797,-87.66154470,41.94528180,9.05577029265599,4.3933812873944325,77.63666482606295,2.4125007811253236,16.83,,43.0,,72.08,,13.0,,1.2019004610029165,,128958.0,7677.811550151976,92402.0,8733.130699088146,10.049972237645752,4.712432475228722,30.18867924528302,4.8746407064805055
Census tract,Tract 618,17031061800,1051,-87.64711470,41.94649010,6.770833333333333,2.0308772516696334,77.69097222222221,6.306625847683647,15.0,,55.0,,72.08,,29.0,,7.845281776272462,,85139.0,9818.23708206687,64307.0,4545.896656534955,9.671361502347418,2.8249446501871422,50.0,24.700607481957498
Census tract,Tract 619.01,17031061901,3625,-87.64346790,41.94323050,15.206255055270962,4.851779838948777,64.30304664330008,3.9742675317811926,13.25,,59.0,,72.08,,50.0,,16.545535798287702,,73769.0,8580.547112462005,68212.0,7903.951367781155,24.292262065246696,5.718635602022041,71.07692307692308,19.595524565800666
Census tract,Tract 619.02,17031061902,4665,-87.63906450,41.94669850,5.282689369133377,1.5383242200894092,81.35778214363675,3.9314127471759264,12.62,,60.0,,70.44,,32.333333333333336,,1.2654059648132467,,95705.0,10948.936170212766,90272.0,12556.838905775076,8.011351233355162,3.0282996939995814,59.83263598326359,15.417242577232049
Census tract,Tract 620,17031062000,2843,-87.64707860,41.94257690,3.0122476001324063,1.4729946444345632,88.94405825885468,4.228701240909349,14.5,,51.0,,72.08,,32.5,,0.6879762912785775,,121375.0,22632.218844984804,97391.0,10623.70820668693,9.23535253227408,2.5081162083265247,22.727272727272727,13.03584380908392
Census tract,Tract 621,17031062100,3817,-87.65177040,41.94269140,3.70854008879603,2.2144898297465283,77.82710890571951,3.6499736954885993,15.11,,44.0,,72.08,,14.333333333333334,,1.090177815410669,,103462.0,30797.56838905775,87790.0,9902.73556231003,9.476698776360324,2.8895586698045626,76.55677655677655,20.995904239003416
Census tract,Tract 622,17031062200,3244,-87.65664400,41.94258470,1.2824623276691247,0.523039444401462,89.83648605322219,5.1990863350457595,15.08,,42.0,,72.08,,10.5,,0.5151001975726786,,197159.0,25934.34650455927,118022.0,13218.844984802432,4.905418403334402,1.2706186908026917,0.0,18.942636969605104
Census tract,Tract 623,17031062300,1667,-87.66144320,41.94162780,0.0,0.49515886981892415,87.21804511278195,5.018034585953547,17.0,,40.0,,72.08,,3.0,,0.1728760937058989,,250001.0,,136312.0,14762.917933130699,4.260651629072681,2.0529660720522256,0.0,14.147032673502547
Census tract,Tract 624,17031062400,1673,-87.66628820,41.94155560,7.321131447587355,1.8807488236972851,76.37271214642263,2.771906780909021,18.0,,38.0,,72.08,,8.0,,2.555508514441622,,152361.0,29344.68085106383,106959.0,11950.15197568389,10.704381586245146,2.7567872547231547,72.39263803680981,12.793822936230967
Census tract,Tract 625,17031062500,1675,-87.67110730,41.94148800,7.665505226480835,3.142219714662011,86.06271777003485,1.1883238661147437,19.67,,40.0,,72.08,,16.0,,0.6479913444350363,,203333.0,36877.20364741641,121346.0,11358.662613981764,10.801393728222996,4.032164493816913,61.53846153846154,57.84919738655407
Census tract,Tract 626,17031062600,2477,-87.67098430,41.93597510,1.5105740181268883,0.9840509357056204,86.18903754855415,5.97194217925695,18.5,,37.0,,72.08,,7.0,,0.6573995672217519,,210536.0,34721.58054711246,126626.0,18156.838905775076,2.416918429003021,1.1256271290669997,37.07865168539326,14.193736004515447
Census tract,Tract 627,17031062700,2955,-87.66611030,41.93608620,4.536802030456853,1.6556913235363262,82.83629441624365,2.96478626815401,17.94,,29.0,,72.08,,12.0,,2.186235770063035,,146979.0,22116.717325227964,94345.0,7722.188449848024,11.348422059292318,2.966063842334209,53.42960288808665,11.62078333889571
Census tract,Tract 628,17031062800,3851,-87.66126480,41.93615860,2.267515923566879,1.2419260097097513,85.93630573248407,3.622721313997579,15.94,,44.0,,72.08,,11.0,,0.3104713519616144,,190139.0,19172.644376899694,125634.0,15182.978723404256,3.0209933435739886,0.9680265922787694,17.708333333333336,6.657672968656503
Census tract,Tract 629,17031062900,4125,-87.65641130,41.93623700,4.253308128544423,2.439331248981085,84.64083175803403,3.1876409317779775,16.28,,40.0,,72.08,,9.0,,0.4551227773073666,,169906.0,16525.835866261397,104849.0,7867.477203647416,4.300567107750473,1.7134643568109744,36.64596273291926,19.537848013632363
Census tract,Tract 630,17031063000,3417,-87.65156170,41.93631020,1.1471648639790233,0.6879364045070502,77.87610619469027,3.6816951917974716,14.72,,39.0,,72.08,,23.0,,2.5954934612851632,,102040.0,14658.358662613982,88310.0,6154.407294832827,7.472959685349066,2.251127635111219,18.29787234042553,12.13823862341556
Census tract,Tract 631,17031063100,2376,-87.64677990,41.93823190,7.277397260273973,4.076591203899883,81.5068493150685,3.7017939636002484,17.25,,40.0,,72.08,,16.0,,1.448866309154201,,94948.0,6271.732522796353,90866.0,13317.325227963525,7.02054794520548,2.2309146964402293,50.877192982456144,26.315849832206425
Census tract,Tract 632,17031063200,6900,-87.63467260,41.93892310,2.529009223445404,1.1379434520033502,77.47694138649211,5.42035934440755,13.08,,58.0,,65.44,,43.5,,1.6182143193150813,,79782.0,7984.802431610942,91213.0,9977.507598784194,2.6033918476643856,1.1099044250435206,31.053733426378223,9.028482474699816
Census tract,Tract 633.01,17031063301,2833,-87.64302390,41.93454070,16.63216011042098,4.464104863562514,63.90614216701174,4.810152657516046,12.61,,64.0,,72.08,,38.333333333333336,,26.57822937247154,,66901.0,7998.784194528876,59159.0,4171.428571428572,21.497584541062803,4.149059139646582,71.56862745098039,15.179642165295341
Census tract,Tract 633.02,17031063302,4577,-87.63985400,41.93476470,3.0748049564020192,1.164427395833026,79.9678751720973,4.005444939646173,9.83,,78.0,,72.08,,30.5,,2.6978078840906954,,98219.0,9680.243161094224,88418.0,4919.756838905775,5.277650298301973,1.9290651909489678,58.997722095671975,10.908139864060754
Census tract,Tract 633.03,17031063303,1274,-87.63466130,41.93473120,3.011583011583012,1.4936349591078937,57.52895752895753,4.281280521518769,16.33,,48.0,,60.51,,37.0,,17.054755856618684,,107639.0,5700.303951367781,107189.0,11193.313069908814,9.72972972972973,3.150076029134942,57.84469096671949,6.6009322830223125
Census tract,Tract 634,17031063400,2417,-87.64673000,41.93465960,5.392156862745098,1.8918329898287396,73.44028520499108,8.147675789067044,15.75,,47.0,,72.08,,13.5,,1.8204911092294664,,86979.0,19855.927051671733,86189.0,9388.449848024316,8.73440285204991,3.1027600283714505,100.0,42.96132734977546
Census tract,Tract 701.01,17031070101,4171,-87.63232470,41.92952250,7.444416687484387,2.76183246182994,65.05121159130653,6.9610082258471335,12.83,,61.0,,61.74,,31.333333333333332,,1.708768463637219,,83614.0,14868.085106382978,100805.0,15720.9726443769,12.1159130652011,3.8981711327729887,55.36261491317672,9.896338282005686
Census tract,Tract 701.02,17031070102,3063,-87.64220200,41.93058280,3.4375000000000004,1.235924396042208,89.13194444444444,1.2842442870056139,16.11,,47.0,,72.08,,31.333333333333332,,0.067033587,,110577.0,19900.30395136778,152519.0,26698.480243161095,4.375,2.636199023230502,5.952380952380952,7.8789519648924475
Census tract,Tract 701.03,17031070103,1845,-87.64260510,41.92681100,1.544660846205507,1.138446662016737,80.32236400268637,4.887492088387651,15.75,,47.0,,72.08,,46.0,,0.930238028036504,,73581.0,8291.79331306991,85603.0,12548.328267477204,9.267965077233043,2.3274453869280887,100.0,97.39100174831135
Census tract,Tract 702,17031070200,4200,-87.64629300,41.92907770,4.332222507049475,1.9291952625883406,84.08100487054601,3.7015473122366513,15.44,,47.0,,72.08,,12.666666666666666,,4.345422899614263,,109000.0,17097.26443768997,86512.0,10557.446808510638,11.58974358974359,3.9417817220873013,27.27272727272727,10.79222414130528
Census tract,Tract 703,17031070300,4349,-87.65131030,41.92904620,1.5898679601185663,1.2486278513780924,84.34384263001886,7.345011063197294,17.67,,30.0,,72.08,,9.0,,1.6240944585567787,,156898.0,40887.537993920974,104561.0,9401.215805471125,11.749859786876051,4.463012843591346,46.84684684684685,24.75441952574053
Census tract,Tract 704,17031070400,3250,-87.65615630,41.92896720,14.360617535683076,4.355689333690943,81.61957471599183,6.170859877756652,15.94,,34.0,,72.08,,5.666666666666667,,0.9325900837331828,,192955.0,48779.93920972644,132225.0,12610.33434650456,15.29274686862802,3.3341020327599478,71.86629526462396,13.555829302559642
Census tract,Tract 705,17031070500,3322,-87.66089220,41.92894550,6.576338400528751,1.9043625776270352,85.95505617977528,3.680372701565322,15.33,,42.0,,72.08,,7.333333333333333,,0.6926804026719353,,207076.0,18968.99696048632,132950.0,16960.486322188448,4.857898215465962,4.1017547644136085,40.47058823529412,13.338959067773908
Census tract,Tract 706,17031070600,3449,-87.66567660,41.92876270,0.8915731952832903,0.49350757105524806,84.52689099798677,5.628633574966973,15.67,,44.0,,72.08,,7.5,,0.8185153824442563,,249531.0,58837.689969604864,123609.0,8843.768996960487,6.269772792637331,3.23768247053898,31.46551724137931,11.83855753279197
Census tract,Tract 707,17031070700,3699,-87.67410380,41.93065210,8.291523633482969,1.9791045554641467,76.78901505149194,5.835649931348933,17.0,,37.0,,72.08,,12.5,,2.873036033493273,,143955.0,30486.93009118541,102082.0,9656.534954407294,8.872458410351202,2.5370969981296616,59.05797101449275,12.773800050503185
Census tract,Tract 710,17031071000,4357,-87.65591140,41.92170110,3.606636210627555,1.0030681600245845,72.1086799711469,7.052517080600461,16.0,,14.0,,72.08,,4.0,,12.482359582274908,,179438.0,26093.617021276594,84668.0,13932.522796352583,7.585335018963338,2.1091201928761816,43.62745098039216,7.466538779443869
Census tract,Tract 711,17031071100,3091,-87.65106140,41.92177780,0.436388049681101,0.4258351011991521,81.97381671701913,4.369963718034911,16.92,,23.0,,72.08,,2.0,,1.0419606736287514,,204609.0,21731.306990881458,116939.0,13607.90273556231,12.198019801980198,5.783615528416576,41.76470588235294,14.962518285494129
Census tract,Tract 712,17031071200,2973,-87.64621060,41.92185470,7.171171171171172,3.3307714836198574,77.76576576576576,4.708748343162412,17.17,,33.0,,72.08,,8.5,,6.679838178568068,,131383.0,13083.282674772036,95709.0,10614.589665653495,11.315315315315315,4.210673078245712,51.23456790123457,16.7132740848452
Census tract,Tract 713,17031071300,3893,-87.64145780,41.92177940,3.1796116504854366,1.6873963156157108,83.17961165048544,2.1120102181709606,16.08,,33.0,,72.08,,13.5,,1.2595258255715496,,129486.0,18802.43161094225,113759.0,13537.993920972644,10.065486296386126,5.125361636364324,14.860681114551085,7.156704583074163
Census tract,Tract 714,17031071400,4962,-87.62952590,41.92272550,11.151079136690647,2.986843207819861,71.91996402877699,6.272928612903888,16.5,,36.0,,66.2,,18.75,,1.911045253551604,,113581.0,18830.395136778116,125834.0,13975.683890577508,16.636690647482013,3.7909085028788523,45.20255863539446,14.646544962991992
Census tract,Tract 715,17031071500,6282,-87.62509230,41.91424150,2.225465158701204,1.98587321350304,88.14301349872309,3.8534301202327037,16.06,,34.0,,72.08,,24.0,,0.7879386583874306,,119024.0,9221.884498480244,108293.0,8486.322188449847,1.0397665085735133,0.6250527036875547,60.38647342995169,14.664969531760951
Census tract,Tract 716,17031071600,1793,-87.64118230,41.91647220,0.2804262478968031,0.2712426771703166,86.14694335389792,5.586105049304321,17.0,,32.0,,72.08,,2.0,,0.1399473139523944,,204375.0,43608.51063829787,149795.0,15766.565349544073,3.252944475602917,1.567512898885771,52.32558139534884,13.700385352795337
Census tract,Tract 717,17031071700,1660,-87.64107170,41.91286660,5.555555555555555,3.53687233817836,79.28743961352657,5.853297540304937,15.08,,26.0,,72.08,,7.0,,1.3347916078652742,,202500.0,51860.79027355623,116909.0,11543.465045592706,8.036253776435046,4.626608347860249,23.52941176470588,7.506346791008018
Census tract,Tract 718,17031071800,2652,-87.64596600,41.91458550,2.272727272727273,1.4760820045702812,86.46853146853147,4.579754495804607,15.92,,20.0,,72.08,,5.0,,0.3822090507103208,,241228.0,22430.395136778116,139027.0,11397.568389057751,3.3216783216783217,1.9148397726863637,23.07692307692308,8.473736016586317
Census tract,Tract 801,17031080100,6388,-87.62679000,41.90754870,2.238922811961797,1.6582368355879575,63.45702207609206,2.5522392161848333,12.93,,49.0,,72.08,,12.0,,1.5688211496848246,,105000.0,14843.161094224924,128919.0,12767.173252279636,10.881478002191953,3.2724171856108595,49.13835548990645,7.018595101338727
Census tract,Tract 802.01,17031080201,3375,-87.63100510,41.90949760,3.569355774811376,0.7742628834456272,75.39175856065002,6.457779815318169,13.78,,46.0,,72.08,,38.666666666666664,,0.3457521874117979,,120409.0,16145.896656534955,133687.0,16799.392097264437,3.3952408589669183,1.2926365006579204,53.717277486910994,11.56789843362708
Census tract,Tract 802.02,17031080202,4225,-87.63090100,41.90585890,2.90945573112616,1.679867028892453,77.00025081514924,3.3081043302125273,16.33,,27.0,,72.08,,36.666666666666664,,0.097610311,,106071.0,8657.142857142857,157172.0,25052.88753799392,9.781790820165538,2.6400413606520496,49.43538268506901,11.857016102845009
Census tract,Tract 803,17031080300,5499,-87.63579870,41.90748990,2.5569578757580724,0.9270916965066628,82.47828224881168,3.4926714305972255,16.08,,30.0,,72.08,,16.5,,1.2407093799981184,,151830.0,12367.173252279636,107707.0,12297.26443768997,8.474020652352074,2.067370670414262,5.804749340369393,6.268665652655833
Census tract,Tract 804,17031080400,4569,-87.64090150,41.90741230,38.61495844875346,17.065240124232112,39.87072945521699,10.065660228121564,15.11,,44.0,,72.08,,13.0,,42.67805061623859,,68270.0,31111.854103343463,80630.0,24496.656534954407,28.014118521270664,7.61513807671604,72.41379310344827,15.812542901628278
Census tract,Tract 810,17031081000,8746,-87.63210890,41.90026550,13.992792344973282,3.8287926739686235,68.34845283956754,3.119031085297194,16.5,,13.0,,72.08,,13.0,,6.852714272273968,,79465.0,7757.446808510638,85239.0,7328.87537993921,14.334961218040792,4.8637655920931255,59.15915915915916,10.805720401643008
Census tract,Tract 811,17031081100,4187,-87.62910490,41.90022110,9.588353413654618,3.654570629595218,74.2218875502008,4.028134012490767,16.5,,25.0,,72.08,,25.666666666666668,,2.2191645498165395,,79561.0,5925.227963525836,82307.0,8411.550151975684,16.516064257028113,3.981473182308251,56.231884057971016,25.213357488885034
